city,timestamp,temperature,season
New York,2010-08-02,26.355628332546274,summer
New York,2010-08-03,31.316781773971893,summer
New York,2010-08-04,25.02448578851045,summer
New York,2010-08-05,20.95052748270448,summer
New York,2010-08-06,30.490845863721866,summer
New York,2010-08-07,21.328693287362235,summer
New York,2010-08-08,26.262793187076426,summer
New York,2010-08-09,35.18340969085466,summer
New York,2010-08-10,33.65424827416984,summer
New York,2010-08-11,24.822981808709972,summer
New York,2010-08-12,28.872875364330543,summer
New York,2010-08-13,22.102646260842562,summer
New York,2010-08-14,24.37282802835989,summer
New York,2010-08-15,17.670374980466537,summer
New York,2010-08-16,29.92958761776937,summer
New York,2010-08-17,28.404802429399005,summer
New York,2010-08-18,30.271199522317414,summer
New York,2010-08-19,27.341739562084165,summer
New York,2010-08-20,28.90738380759877,summer
New York,2010-08-21,23.545875727947426,summer
New York,2010-08-22,27.205254902278813,summer
New York,2010-08-23,24.878636073772945,summer
New York,2010-08-24,33.20197669835407,summer
New York,2010-08-25,21.04015685968129,summer
New York,2010-08-26,23.27596053812042,summer
New York,2010-08-27,32.225958707777465,summer
New York,2010-08-28,30.827026880215975,summer
New York,2010-08-29,15.732805465625216,summer
New York,2010-08-30,29.645356621405227,summer
New York,2010-08-31,31.248564465610063,summer
New York,2010-09-01,20.26216757320639,autumn
New York,2010-09-02,14.419652324559882,autumn
New York,2010-09-03,16.936687151396367,autumn
New York,2010-09-04,17.64795612345409,autumn
New York,2010-09-05,6.847158360904118,autumn
New York,2010-09-06,6.86568316463188,autumn
New York,2010-09-07,19.011732217855517,autumn
New York,2010-09-08,16.34897649632358,autumn
New York,2010-09-09,8.426476499283718,autumn
New York,2010-09-10,17.364170945577293,autumn
New York,2010-09-11,22.94080550269076,autumn
New York,2010-09-12,14.610184938151782,autumn
New York,2010-09-13,17.335566629374444,autumn
New York,2010-09-14,9.925799937431282,autumn
New York,2010-09-15,13.44154422725237,autumn
New York,2010-09-16,14.876971155637817,autumn
New York,2010-09-17,18.585982143974093,autumn
New York,2010-09-18,9.642193493217775,autumn
New York,2010-09-19,12.67378478504071,autumn
New York,2010-09-20,16.65960938801942,autumn
New York,2010-09-21,11.016346892260183,autumn
New York,2010-09-22,14.621810365836847,autumn
New York,2010-09-23,11.02165337312432,autumn
New York,2010-09-24,15.151708892617993,autumn
New York,2010-09-25,15.740694906136097,autumn
New York,2010-09-26,14.410229017690684,autumn
New York,2010-09-27,5.084376689983291,autumn
New York,2010-09-28,19.096074108247223,autumn
New York,2010-09-29,12.315550154469753,autumn
New York,2010-09-30,19.55648846016905,autumn
New York,2010-10-01,14.938682838562448,autumn
New York,2010-10-02,8.103107205672138,autumn
New York,2010-10-03,15.659030576268032,autumn
New York,2010-10-04,15.956716399008492,autumn
New York,2010-10-05,8.330001634507639,autumn
New York,2010-10-06,4.855474669778328,autumn
New York,2010-10-07,14.939896315559384,autumn
New York,2010-10-08,25.00105843313233,autumn
New York,2010-10-09,21.604511715815125,autumn
New York,2010-10-10,17.073120206582836,autumn
New York,2010-10-11,9.066619136451065,autumn
New York,2010-10-12,12.850241920633602,autumn
New York,2010-10-13,13.457458945949005,autumn
New York,2010-10-14,12.04372227364462,autumn
New York,2010-10-15,13.422557616173636,autumn
New York,2010-10-16,15.392811850471587,autumn
New York,2010-10-17,13.212074207701649,autumn
New York,2010-10-18,8.570293137529877,autumn
New York,2010-10-19,14.772850108126937,autumn
New York,2010-10-20,11.104880996985733,autumn
New York,2010-10-21,10.718062408553202,autumn
New York,2010-10-22,23.910570713203207,autumn
New York,2010-10-23,16.40861414879964,autumn
New York,2010-10-24,14.644334256370923,autumn
New York,2010-10-25,17.639297708924527,autumn
New York,2010-10-26,7.61477590206996,autumn
New York,2010-10-27,7.066068830405893,autumn
New York,2010-10-28,12.2214414428598,autumn
New York,2010-10-29,20.646671244285393,autumn
New York,2010-10-30,14.148043165543179,autumn
New York,2010-10-31,6.340321133520357,autumn
New York,2010-11-01,14.757359151787979,autumn
New York,2010-11-02,19.383747169047414,autumn
New York,2010-11-03,23.35791995933023,autumn
New York,2010-11-04,11.160730179232667,autumn
New York,2010-11-05,19.739763354383328,autumn
New York,2010-11-06,15.66791970598893,autumn
New York,2010-11-07,20.11437642848083,autumn
New York,2010-11-08,16.557355129267247,autumn
New York,2010-11-09,15.385122542861524,autumn
New York,2010-11-10,7.704575007997415,autumn
New York,2010-11-11,18.847389613418876,autumn
New York,2010-11-12,18.659729506188313,autumn
New York,2010-11-13,17.108762159355905,autumn
New York,2010-11-14,8.84070238523702,autumn
New York,2010-11-15,20.54291575221351,autumn
New York,2010-11-16,17.683981352290665,autumn
New York,2010-11-17,14.476448884189434,autumn
New York,2010-11-18,16.577099561825367,autumn
New York,2010-11-19,10.246327499769013,autumn
New York,2010-11-20,13.640941514566054,autumn
New York,2010-11-21,3.072796490010967,autumn
New York,2010-11-22,17.2258171415725,autumn
New York,2010-11-23,16.403289134210663,autumn
New York,2010-11-24,14.155605475929706,autumn
New York,2010-11-25,10.907897136687243,autumn
New York,2010-11-26,17.846157448108574,autumn
New York,2010-11-27,21.567695408276244,autumn
New York,2010-11-28,15.73065748005275,autumn
New York,2010-11-29,22.128850466511796,autumn
New York,2010-11-30,11.941829760399974,autumn
New York,2010-12-01,-0.8161323083771848,winter
New York,2010-12-02,7.682073988689373,winter
New York,2010-12-03,-1.7764701427400218,winter
New York,2010-12-04,-6.792748399460455,winter
New York,2010-12-05,-0.5398813976820409,winter
New York,2010-12-06,4.647298570225997,winter
New York,2010-12-07,-8.856057620453392,winter
New York,2010-12-08,1.8341558596027643,winter
New York,2010-12-09,-5.940980807452286,winter
New York,2010-12-10,4.450525084914079,winter
New York,2010-12-11,-2.075040869143305,winter
New York,2010-12-12,-0.6189772966974287,winter
New York,2010-12-13,-1.3793522335407817,winter
New York,2010-12-14,0.7777518625041522,winter
New York,2010-12-15,-0.8371291512762423,winter
New York,2010-12-16,6.60122982773459,winter
New York,2010-12-17,-6.354548520369718,winter
New York,2010-12-18,8.532241066777011,winter
New York,2010-12-19,3.3506051057936554,winter
New York,2010-12-20,4.224482163325271,winter
New York,2010-12-21,1.940458731525222,winter
New York,2010-12-22,1.0747415659274435,winter
New York,2010-12-23,-0.6088867800376163,winter
New York,2010-12-24,-11.847172324984177,winter
New York,2010-12-25,3.2178333872065803,winter
New York,2010-12-26,-3.8729227900177903,winter
New York,2010-12-27,1.7856718988608113,winter
New York,2010-12-28,-0.14774293514257794,winter
New York,2010-12-29,-4.952828934476391,winter
New York,2010-12-30,2.911772493147657,winter
New York,2010-12-31,-6.922358997855758,winter
New York,2011-01-01,-6.736375967182905,winter
New York,2011-01-02,0.1052313045634932,winter
New York,2011-01-03,-1.8982527085244725,winter
New York,2011-01-04,-4.710590169545755,winter
New York,2011-01-05,-2.304744143970408,winter
New York,2011-01-06,4.986015551679005,winter
New York,2011-01-07,4.3307956566885295,winter
New York,2011-01-08,0.3209571823928961,winter
New York,2011-01-09,1.4599223920970106,winter
New York,2011-01-10,-0.6733761333585477,winter
New York,2011-01-11,-4.580721363883049,winter
New York,2011-01-12,0.9335258171529481,winter
New York,2011-01-13,14.308836585347498,winter
New York,2011-01-14,0.8628900439009777,winter
New York,2011-01-15,-5.76544393460233,winter
New York,2011-01-16,6.132987914640166,winter
New York,2011-01-17,-2.277778374309544,winter
New York,2011-01-18,4.742788304224371,winter
New York,2011-01-19,0.5936756472975866,winter
New York,2011-01-20,-6.136851825608163,winter
New York,2011-01-21,1.5754800029161917,winter
New York,2011-01-22,-2.2388045321162373,winter
New York,2011-01-23,1.646219019449577,winter
New York,2011-01-24,-5.657512051993336,winter
New York,2011-01-25,6.463594461337019,winter
New York,2011-01-26,0.5260038854906173,winter
New York,2011-01-27,2.667202483102545,winter
New York,2011-01-28,-8.934410643197232,winter
New York,2011-01-29,7.992977237637167,winter
New York,2011-01-30,7.314784221918268,winter
New York,2011-01-31,-5.529227189414716,winter
New York,2011-02-01,-5.921216304105382,winter
New York,2011-02-02,5.705857857147027,winter
New York,2011-02-03,3.827180366925745,winter
New York,2011-02-04,3.567691679301305,winter
New York,2011-02-05,5.077268321366539,winter
New York,2011-02-06,-6.494595684195444,winter
New York,2011-02-07,9.480436787266203,winter
New York,2011-02-08,-4.476864610700724,winter
New York,2011-02-09,2.5598524740094453,winter
New York,2011-02-10,4.681112526907526,winter
New York,2011-02-11,9.569669087845728,winter
New York,2011-02-12,9.71210334610831,winter
New York,2011-02-13,-5.123306615193721,winter
New York,2011-02-14,2.7828999705286135,winter
New York,2011-02-15,5.069215721432501,winter
New York,2011-02-16,5.93928643370586,winter
New York,2011-02-17,1.5140612026691507,winter
New York,2011-02-18,-5.903469093855999,winter
New York,2011-02-19,-1.310759285681132,winter
New York,2011-02-20,-5.310575942886074,winter
New York,2011-02-21,3.1055710126955023,winter
New York,2011-02-22,1.6220715987710699,winter
New York,2011-02-23,-9.485591868438561,winter
New York,2011-02-24,8.89198948324173,winter
New York,2011-02-25,3.131486652561451,winter
New York,2011-02-26,-15.476055257441176,winter
New York,2011-02-27,-4.19352325798319,winter
New York,2011-02-28,3.735935854017847,winter
New York,2011-03-01,7.4824554715942355,spring
New York,2011-03-02,7.891988497736719,spring
New York,2011-03-03,11.657294007006843,spring
New York,2011-03-04,8.60022586383651,spring
New York,2011-03-05,7.9711330421545,spring
New York,2011-03-06,14.11621125481234,spring
New York,2011-03-07,14.515560410755889,spring
New York,2011-03-08,10.090546427401108,spring
New York,2011-03-09,8.670687632682412,spring
New York,2011-03-10,14.888729779437494,spring
New York,2011-03-11,11.432677870572977,spring
New York,2011-03-12,5.793188215010594,spring
New York,2011-03-13,1.5263931316209085,spring
New York,2011-03-14,15.856064062101531,spring
New York,2011-03-15,12.471923634813518,spring
New York,2011-03-16,8.572125674171621,spring
New York,2011-03-17,14.065941946025038,spring
New York,2011-03-18,8.091131690655265,spring
New York,2011-03-19,15.30237867399332,spring
New York,2011-03-20,10.98568007218452,spring
New York,2011-03-21,6.118903204739208,spring
New York,2011-03-22,12.872367697896479,spring
New York,2011-03-23,9.890282346175118,spring
New York,2011-03-24,13.194766079627978,spring
New York,2011-03-25,4.256281767127826,spring
New York,2011-03-26,12.943389069519956,spring
New York,2011-03-27,12.226441483536625,spring
New York,2011-03-28,7.441669435968852,spring
New York,2011-03-29,1.0595412121193029,spring
New York,2011-03-30,10.02699138878649,spring
New York,2011-03-31,11.481994388658297,spring
New York,2011-04-01,6.000115302355327,spring
New York,2011-04-02,12.924655125614272,spring
New York,2011-04-03,6.783676121217601,spring
New York,2011-04-04,16.57990443780453,spring
New York,2011-04-05,13.321277412842853,spring
New York,2011-04-06,19.851955177082978,spring
New York,2011-04-07,10.05238426208355,spring
New York,2011-04-08,7.716562456160192,spring
New York,2011-04-09,9.303756114815013,spring
New York,2011-04-10,16.010502837957983,spring
New York,2011-04-11,2.135012422762692,spring
New York,2011-04-12,6.471910461780569,spring
New York,2011-04-13,23.363388448334653,spring
New York,2011-04-14,14.16103913277625,spring
New York,2011-04-15,14.5734551684796,spring
New York,2011-04-16,5.826427205759675,spring
New York,2011-04-17,7.891968121818168,spring
New York,2011-04-18,2.5686001947380186,spring
New York,2011-04-19,7.0573743787372685,spring
New York,2011-04-20,13.284396492049115,spring
New York,2011-04-21,9.631399847376635,spring
New York,2011-04-22,8.624961549565164,spring
New York,2011-04-23,10.451881324774671,spring
New York,2011-04-24,8.609284164625876,spring
New York,2011-04-25,11.907164210364787,spring
New York,2011-04-26,4.366799460420827,spring
New York,2011-04-27,2.0829184458130525,spring
New York,2011-04-28,5.797319029436973,spring
New York,2011-04-29,6.316563320488262,spring
New York,2011-04-30,11.001313954046049,spring
New York,2011-05-01,1.0266500764641826,spring
New York,2011-05-02,11.349926258061274,spring
New York,2011-05-03,13.926029140225118,spring
New York,2011-05-04,6.565253666419663,spring
New York,2011-05-05,5.565074718557626,spring
New York,2011-05-06,0.7125541258406756,spring
New York,2011-05-07,6.716902297024582,spring
New York,2011-05-08,8.587235560843345,spring
New York,2011-05-09,13.763382327692405,spring
New York,2011-05-10,2.1025441503825046,spring
New York,2011-05-11,14.236241337378958,spring
New York,2011-05-12,11.828634894657535,spring
New York,2011-05-13,7.0008280111278545,spring
New York,2011-05-14,8.649655121025948,spring
New York,2011-05-15,13.712650654613103,spring
New York,2011-05-16,12.468620518417262,spring
New York,2011-05-17,8.956915642231214,spring
New York,2011-05-18,8.998616053572947,spring
New York,2011-05-19,16.969394511048538,spring
New York,2011-05-20,8.340350993083145,spring
New York,2011-05-21,9.268293190475225,spring
New York,2011-05-22,9.862988845209575,spring
New York,2011-05-23,-0.6864201594725206,spring
New York,2011-05-24,6.502170380879516,spring
New York,2011-05-25,6.963619804377154,spring
New York,2011-05-26,9.715051034619187,spring
New York,2011-05-27,0.2796164623886135,spring
New York,2011-05-28,5.6473310076514265,spring
New York,2011-05-29,14.022357024452951,spring
New York,2011-05-30,9.682774463150167,spring
New York,2011-05-31,-1.3582945910824442,spring
New York,2011-06-01,20.81784231980468,summer
New York,2011-06-02,20.758856233591178,summer
New York,2011-06-03,14.360642828032898,summer
New York,2011-06-04,17.098728445911163,summer
New York,2011-06-05,19.063902465965974,summer
New York,2011-06-06,21.51792659058894,summer
New York,2011-06-07,23.580542180351806,summer
New York,2011-06-08,23.292081601688764,summer
New York,2011-06-09,27.796905311114998,summer
New York,2011-06-10,19.579192225425896,summer
New York,2011-06-11,21.103815561803906,summer
New York,2011-06-12,22.54595535385886,summer
New York,2011-06-13,25.728223645123187,summer
New York,2011-06-14,24.613243995026995,summer
New York,2011-06-15,25.455232392537066,summer
New York,2011-06-16,25.562121973874852,summer
New York,2011-06-17,25.602973607648206,summer
New York,2011-06-18,20.515768345940185,summer
New York,2011-06-19,18.935371024717284,summer
New York,2011-06-20,40.0892574287393,summer
New York,2011-06-21,27.168270587007083,summer
New York,2011-06-22,20.746837452026675,summer
New York,2011-06-23,28.132428229039633,summer
New York,2011-06-24,26.685076471395824,summer
New York,2011-06-25,26.109686960331846,summer
New York,2011-06-26,29.763159613140985,summer
New York,2011-06-27,23.16509371402651,summer
New York,2011-06-28,20.31577873264444,summer
New York,2011-06-29,22.68672864428894,summer
New York,2011-06-30,27.403092736596616,summer
New York,2011-07-01,25.797050619390102,summer
New York,2011-07-02,27.002013972166235,summer
New York,2011-07-03,25.586882077337556,summer
New York,2011-07-04,20.712649779651326,summer
New York,2011-07-05,22.755091169078018,summer
New York,2011-07-06,23.567738850652407,summer
New York,2011-07-07,27.015808842054977,summer
New York,2011-07-08,18.443913200964328,summer
New York,2011-07-09,26.75679612457061,summer
New York,2011-07-10,21.82029387273414,summer
New York,2011-07-11,31.791184135789454,summer
New York,2011-07-12,28.356947547173775,summer
New York,2011-07-13,19.942643623491712,summer
New York,2011-07-14,19.08086682981302,summer
New York,2011-07-15,27.801732509941864,summer
New York,2011-07-16,23.617244153850105,summer
New York,2011-07-17,31.30465400275066,summer
New York,2011-07-18,22.65070290027966,summer
New York,2011-07-19,23.98575304808952,summer
New York,2011-07-20,30.93258452045432,summer
New York,2011-07-21,19.005219146095577,summer
New York,2011-07-22,21.149647303132113,summer
New York,2011-07-23,18.681545953107488,summer
New York,2011-07-24,25.465642685523214,summer
New York,2011-07-25,25.99429460396208,summer
New York,2011-07-26,24.05386826083632,summer
New York,2011-07-27,26.631319421358555,summer
New York,2011-07-28,25.044667668237963,summer
New York,2011-07-29,28.064421206276798,summer
New York,2011-07-30,21.335984534159095,summer
New York,2011-07-31,28.50537932990938,summer
New York,2011-08-01,21.149361997490857,summer
New York,2011-08-02,20.827805943279607,summer
New York,2011-08-03,22.333677239204235,summer
New York,2011-08-04,26.876126121181485,summer
New York,2011-08-05,29.55284637996155,summer
New York,2011-08-06,24.102240123236957,summer
New York,2011-08-07,28.247441427822736,summer
New York,2011-08-08,26.202738021875135,summer
New York,2011-08-09,21.867953135043173,summer
New York,2011-08-10,24.484981801926388,summer
New York,2011-08-11,25.256923626759225,summer
New York,2011-08-12,27.68634310309284,summer
New York,2011-08-13,29.811869418394114,summer
New York,2011-08-14,25.43821656082081,summer
New York,2011-08-15,33.405714569004004,summer
New York,2011-08-16,35.821874214323245,summer
New York,2011-08-17,17.563612991204955,summer
New York,2011-08-18,22.71011975128722,summer
New York,2011-08-19,28.457741670459445,summer
New York,2011-08-20,32.68140139339516,summer
New York,2011-08-21,17.15943668922945,summer
New York,2011-08-22,26.317424580642832,summer
New York,2011-08-23,28.874800910443444,summer
New York,2011-08-24,23.987823673059154,summer
New York,2011-08-25,29.447673821660977,summer
New York,2011-08-26,24.097850201921098,summer
New York,2011-08-27,21.285009555028825,summer
New York,2011-08-28,28.144004384042326,summer
New York,2011-08-29,20.178991421668606,summer
New York,2011-08-30,23.818997432594234,summer
New York,2011-08-31,27.69007548896207,summer
New York,2011-09-01,13.181991436793187,autumn
New York,2011-09-02,18.250829506349742,autumn
New York,2011-09-03,17.89576839344828,autumn
New York,2011-09-04,18.503825412558577,autumn
New York,2011-09-05,16.842661024801824,autumn
New York,2011-09-06,5.231175181637898,autumn
New York,2011-09-07,14.412466770702514,autumn
New York,2011-09-08,25.2106627139248,autumn
New York,2011-09-09,11.16681080274152,autumn
New York,2011-09-10,16.700232373972188,autumn
New York,2011-09-11,16.358529564271713,autumn
New York,2011-09-12,19.648280489145314,autumn
New York,2011-09-13,11.144075696007882,autumn
New York,2011-09-14,21.931335438324773,autumn
New York,2011-09-15,18.998624357690765,autumn
New York,2011-09-16,5.185767165602522,autumn
New York,2011-09-17,11.239703995097958,autumn
New York,2011-09-18,16.870095899626406,autumn
New York,2011-09-19,19.04753128787133,autumn
New York,2011-09-20,14.113682647412892,autumn
New York,2011-09-21,14.731004677435797,autumn
New York,2011-09-22,13.530186300368628,autumn
New York,2011-09-23,20.273142233444286,autumn
New York,2011-09-24,5.896648383796887,autumn
New York,2011-09-25,23.54358219076769,autumn
New York,2011-09-26,13.051336322032608,autumn
New York,2011-09-27,17.899619540180254,autumn
New York,2011-09-28,14.78692821560208,autumn
New York,2011-09-29,2.4711741921225574,autumn
New York,2011-09-30,18.51481667040411,autumn
New York,2011-10-01,12.012809289255182,autumn
New York,2011-10-02,4.095327666902985,autumn
New York,2011-10-03,10.309599604935588,autumn
New York,2011-10-04,21.450616096771995,autumn
New York,2011-10-05,12.182617431509186,autumn
New York,2011-10-06,7.3691909340437,autumn
New York,2011-10-07,13.533614399595491,autumn
New York,2011-10-08,17.4201890513793,autumn
New York,2011-10-09,8.735141077582986,autumn
New York,2011-10-10,12.57576804322019,autumn
New York,2011-10-11,20.876160145119517,autumn
New York,2011-10-12,13.074473423133183,autumn
New York,2011-10-13,12.22041129492183,autumn
New York,2011-10-14,17.83580198323613,autumn
